id,question,desired_answer,student_answer,score_me,score_other,score_avg,wmd_score,cosine_similarity
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,get early feedback user early stage development show user first idea program like make sure program meet requirement intense programming begin,3.0,2.0,2.5,1.260502613571724,0.0
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,simulates behavior portion desired software product,5.0,5.0,5.0,0.3429642991109716,0.609642733079069
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,simulates behavior portion desired software product,5.0,5.0,5.0,0.3429642991109716,0.609642733079069
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,prototype program used problem solving collect data problem,1.0,2.0,1.5,1.2570065222274371,0.0
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,ease understanding problem discussion ease understanding program,2.0,3.0,2.5,1.2884401002019825,0.0
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,simulates behavior portion desired software product,5.0,5.0,5.0,0.3429642991109716,0.609642733079069
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,role prototype program help spot key problem may arise actual programing,2.0,2.0,2.0,1.2629037447639322,0.0
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,prototype program give general idea end product without time effort write entire program,4.0,2.0,3.0,1.1765803227613367,0.10262380847452113
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,show certain part program work supposed,4.0,2.0,3.0,1.2482210492635952,0.0
1.1,What is the role of a prototype program in problem solving?,simulate behaviour portion desired software product,prototype programming approach programming enables one take organized approach developing effective program minimal error strategic pattern solving problem book gave example costumer withdrawing money bank approach taking pseudo code level lvl proceeding creating solution,3.0,2.0,2.5,1.273620394674187,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining possibly design testing phase reveals problem design production affected program unworkable current form lead later production time originally estimated also affect coding testing may need rewrite code program remove error,5.0,2.0,3.5,1.082284711561406,0.16388287613598818
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,implementation phase maintenance phase effected,3.0,5.0,4.0,1.0214548448049905,0.32552883746892697
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,verification coding refining solution maintenance influenced testing stage,4.0,5.0,4.5,0.7881976606950315,0.4360163605595999
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,rup stage software life cycle influenced testing stage elaboration refined progject vision iterative devilopment core system development system requirement accurate time cost estimate construction iterative development remaining system transition deployment system,2.0,4.0,3.0,1.0734185784126944,0.18511750413008637
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining solution production maintenance influenced testing stage,3.0,3.0,3.0,0.8568466086658729,0.37997422199175046
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,elaboration construction transition affected testing,2.0,2.0,2.0,1.1773655006548547,0.07876994635040305
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining production maintenance,3.0,4.0,3.5,1.2734559610598881,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining solution,3.0,5.0,4.0,1.214271282071823,0.12431895633152092
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,name,3.0,1.0,2.0,1.3847828942603242,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining coding,5.0,5.0,5.0,1.2043439006148033,0.15283930315290398
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,second half elaboration phase construction phase transition phase,2.0,3.0,2.5,1.0228488262752284,0.35867750680350363
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining step production step maintenance stage,3.0,4.0,3.5,1.0411928354772353,0.24407772465122027
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,elaboration construction transition,2.0,2.0,2.0,1.2876727039938034,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining,3.0,3.0,3.0,1.3252908209618397,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,testing stage direct influence final version program debugging finalization software revision,2.0,1.0,1.5,0.9086684394893955,0.2952211853292033
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,directly refining coding refining right testing phase coding right testing phase indirectly production maintenance refining occurs last two stage software life cycle,5.0,5.0,5.0,0.8679123864388776,0.414797698645974
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,testing refining production maintenance,3.0,4.0,3.5,1.1609716712124944,0.10195464839472083
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,depending work done testing spread throughout process prevent error showing later due lack foresight,2.0,1.0,1.5,1.1957387029186541,0.04843106458055236
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,elaboration construction transition,2.0,3.0,2.5,1.2876727039938034,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,stage influenced except setting program requirement test fails change whole design implementation etc program well final outcome,2.0,1.0,1.5,1.123820348634129,0.14379640140010028
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining production maintenance,3.0,3.0,3.0,1.2734559610598881,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,coding refining,5.0,5.0,5.0,1.2043439006148033,0.15283930315290398
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining production maintenance,3.0,4.0,3.5,1.2734559610598881,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,removing logical error testing valid data random data actual data,2.0,0.0,1.0,1.1915204983485015,0.06275764555039187
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,specification design risk analysis verification coding testing refining production maintenance,1.0,4.0,2.5,1.0608910833413416,0.11859824964603663
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,refining stage production stage maintenance stage,3.0,4.0,3.5,0.9401509514957558,0.587338779341068
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,testing could affect part life cycle could make go back specification test well,2.0,2.0,2.0,1.1627823232790746,0.05287128540185013
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,coding,3.0,3.0,3.0,1.2541447189918895,0.23451963659727249
1.2,What stages in the software life cycle are influenced by the testing stage?,testing stage influence coding stage phase 5 solution refinement stage phase 7,individual component step analysis design implementing code well entire system tested execution requirement identified analysis stage main output,1.0,2.0,1.5,1.1491314293273962,0.1271553057055217
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,modularability ability reuse part program later another program sometimes completely different goal program also make easier debug code dividing code class specific job program fails one job one class debug good security purpose allows let someone use program sort list without give access source code also allows use inheritance polymorphism,4.0,5.0,4.5,1.3152645769948128,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,type programming flexible making easier add modify program also type fail safe program check individual module eliminates redundant code make program easier read programmer debugging program easier track source problem within module rather 2 million line program,5.0,5.0,5.0,1.3200782034912462,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,main advantage programming existing class reused program maintenance verification easier,3.0,4.0,3.5,1.2935255137230892,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,advantage oop allows u build class object three principle make oop object combine data operation class inherit property class object determine appropriate operation execution time,2.0,3.0,2.5,1.3214163396211538,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,advantage existing class reused program maintenance verification easier accomplish,3.0,4.0,3.5,1.2912892149668356,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,object oriented programming allows programmer use object class changed manipulated affecting entire object class hold attrubutes affect object,1.0,1.0,1.0,1.2905666271097596,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,reusable component extensibility maintainability reduces large problem smaller manageable problem,4.0,4.0,4.0,1.2050268791825078,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,combine data operation class inherit property class object determine appropriate operation execution time,2.0,3.0,2.5,1.3311254337747624,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,name,3.0,3.0,3.0,1.3969628338666262,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,ease maintenance,3.0,5.0,4.0,1.269346507941599,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,one main advantage hide inner detail technique known encapsulation object combine data operation see work another advantage reuse class defined earlier program method known inheritance finally another advantage object determine appropriate operation execution time technique known polymorphism,5.0,5.0,5.0,1.3124366022979033,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easier,3.0,4.0,3.5,1.281883530578433,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,using different module allows easier debugging,2.0,2.0,2.0,1.255277151242594,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,data encapsulation concept use function method manipulate data,3.0,4.0,3.5,1.2599740783363798,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,modular reusable code allowing faster deployment solution general view solution,5.0,4.0,4.5,1.2347981043580287,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,coding debugging program usually easier either compiler specify object working incorrectly function object assigned easier identify code also look organized easier read help avoid redundant coding maintenance also easier also module reused several time program without much hassle abstraction art breaking one big problem smaller simpler problem solving many smaller problem shared unique complex problem creating module solve smaller repeated problem save time encounter,5.0,5.0,5.0,1.2819669379376633,0.0647114243790409
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,variable remain private code easily modified reusable well easily implemented mention easier read follow along observer,4.0,5.0,4.5,1.301415266153647,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,data abstraction control possible isolate element element lot easier prevent tampering data,3.0,4.0,3.5,1.1965248860898021,0.18218405804858623
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,encapsulation object use operation without knowing operation work inheritance cut redundancy reusing earlier class polymorphism object select correct operation use situation,5.0,3.0,4.0,1.2824964536842776,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,make easier reuse adapt previously written code separate complex program smaller easier understand class,5.0,4.0,4.5,1.3001282501033606,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easier,3.0,4.0,3.5,1.281883530578433,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class feused program maintenance verification easier,3.0,4.0,3.5,1.305392027192085,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,main advantage programming data abstraction easier maintenance,5.0,5.0,5.0,1.113721971654531,0.2766047041209066
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easy,3.0,5.0,4.0,1.279774626339719,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easier,3.0,4.0,3.5,1.281883530578433,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,information hidden easier debug programming easier manageable,3.0,4.0,3.5,1.2833919996941874,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easier,3.0,4.0,3.5,1.281883530578433,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,existing class reused program maintenance verification easier,3.0,4.0,3.5,1.281883530578433,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction reusability,well one encapsulation value variable inside object private unless method written pas info outside object well inheritance subclass inherits variable method super class example book included obj clock obj alarm would still use clock first class,3.0,4.0,3.5,1.3203433801661657,0.0
1.4,Where do C++ programs begin to execute?,main function,function int main,5.0,5.0,5.0,0.4463064773415867,0.6468830755329312
1.4,Where do C++ programs begin to execute?,main function,function main,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,program begin execute main method,5.0,5.0,5.0,1.0459439630636238,0.33368324707742375
1.4,Where do C++ programs begin to execute?,main function,program begin execute main function,5.0,5.0,5.0,0.8005777033517709,0.48192783926526983
1.4,Where do C++ programs begin to execute?,main function,begin main function,5.0,5.0,5.0,0.4551427895558595,0.6206929731059507
1.4,Where do C++ programs begin to execute?,main function,int main,5.0,5.0,5.0,0.6675849325378233,0.5212793567650928
1.4,Where do C++ programs begin to execute?,main function,main method,5.0,5.0,5.0,0.6134156492796321,0.547503696081356
1.4,Where do C++ programs begin to execute?,main function,testing phase,0.0,0.0,0.0,1.360785279292754,0.0
1.4,Where do C++ programs begin to execute?,main function,name,5.0,5.0,5.0,1.3569883788297326,0.0
1.4,Where do C++ programs begin to execute?,main function,main,5.0,5.0,5.0,0.6494668728000806,0.8747717052970432
1.4,Where do C++ programs begin to execute?,main function,begin execute funcion main,5.0,5.0,5.0,0.8874050291646375,0.30728207345303615
1.4,Where do C++ programs begin to execute?,main function,main method,5.0,5.0,5.0,0.6134156492796321,0.547503696081356
1.4,Where do C++ programs begin to execute?,main function,root,0.0,5.0,2.5,1.293340063284214,0.0
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,program begin execution main,5.0,5.0,5.0,1.0072797822720736,0.3631093730298385
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,function main,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,loading required include statement library main method begin execution,5.0,5.0,5.0,1.163490029376735,0.21025547049861903
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,main,5.0,5.0,5.0,0.6494668728000806,0.8747717052970432
1.4,Where do C++ programs begin to execute?,main function,program begin execution main function,5.0,5.0,5.0,0.8090426886458559,0.4624472457285652
1.4,Where do C++ programs begin to execute?,main function,main,5.0,5.0,5.0,0.6494668728000806,0.8747717052970432
1.4,Where do C++ programs begin to execute?,main function,beging excute main,5.0,5.0,5.0,0.704686334836671,0.3123337647213324
1.4,Where do C++ programs begin to execute?,main function,main function int main,5.0,5.0,5.0,0.3337924662689116,0.8155050672806158
1.4,Where do C++ programs begin to execute?,main function,program begin execution main function,5.0,5.0,5.0,0.8090426886458559,0.4624472457285652
1.4,Where do C++ programs begin to execute?,main function,main function,5.0,5.0,5.0,0.0,1.0000000000000002
1.4,Where do C++ programs begin to execute?,main function,within main function,5.0,5.0,5.0,0.4365369032636527,0.6600190849545433
1.5,What is a variable?,location memory store value,variable integer string program,1.0,3.0,2.0,1.3139995753087763,0.0
1.5,What is a variable?,location memory store value,programming structure hold data uniquely named programmer hold data assigned new value assigned program finished,4.0,5.0,4.5,1.2246348663886697,0.07621892541062077
1.5,What is a variable?,location memory store value,variable location memory value stored,5.0,5.0,5.0,0.5076423887384842,0.649557704674419
1.5,What is a variable?,location memory store value,variable location computer memory value stored later retrieve value,5.0,5.0,5.0,0.699825918591057,0.49360590188583464
1.5,What is a variable?,location memory store value,variable location computer memory value stored use program variable name value type size,5.0,5.0,5.0,0.8752907638602306,0.47029060740276485
1.5,What is a variable?,location memory store value,named object hold numerical letter value,2.0,5.0,3.5,1.1195700459158615,0.13131263105975088
1.5,What is a variable?,location memory store value,sybol name example stand given number programmer refer number using variable name,3.0,5.0,4.0,1.2753689148380867,0.0
1.5,What is a variable?,location memory store value,variable location computer memory value stored use program,5.0,5.0,5.0,0.794634547057513,0.4755085968549387
1.5,What is a variable?,location memory store value,name,3.0,5.0,4.0,1.2888799013468375,0.0
1.5,What is a variable?,location memory store value,block memory hold specific type data,5.0,5.0,5.0,1.0812127099540858,0.13294969047112012
1.5,What is a variable?,location memory store value,location computer memory stored use program,5.0,5.0,5.0,0.8466068667544232,0.3464919219100663
1.5,What is a variable?,location memory store value,location memory value stored,5.0,5.0,5.0,0.29927870986170896,0.7043941145588039
1.5,What is a variable?,location memory store value,assume set value,3.0,3.0,3.0,1.0144733619981952,0.20653355015625913
1.5,What is a variable?,location memory store value,pointer location memory,3.0,5.0,4.0,0.6702325713710022,0.5898653386238217
1.5,What is a variable?,location memory store value,variable memory address specific type stored data mathematical perspective symbol representing fixed definition changing value,5.0,5.0,5.0,1.1157391038957565,0.15599833104752886
1.5,What is a variable?,location memory store value,variable value subject change computer memory used program program change value variable recall later act directly,5.0,5.0,5.0,1.063296210750688,0.2187058004827495
1.5,What is a variable?,location memory store value,symbol stand value may may change depending program,3.0,5.0,4.0,1.155478137920628,0.10687166802247634
1.5,What is a variable?,location memory store value,placeholder hold information used program example int hold 1 2 3 4 68 72 256 etc float hold et char hold b c e f 4 5 6 p etc,4.0,5.0,4.5,1.3348111890646874,0.0
1.5,What is a variable?,location memory store value,stored value used program,4.0,5.0,4.5,0.966773980606688,0.22825067914301608
1.5,What is a variable?,location memory store value,way store different value program number word letter etc,4.0,5.0,4.5,1.0357066189653117,0.2576919422602657
1.5,What is a variable?,location memory store value,object location memory value stored,2.0,5.0,3.5,0.49879048377963575,0.6298461755687437
1.5,What is a variable?,location memory store value,location memory value stored,5.0,5.0,5.0,0.29927870986170896,0.7043941145588039
1.5,What is a variable?,location memory store value,variable object data stored,2.0,5.0,3.5,1.2547073666181088,0.0
1.5,What is a variable?,location memory store value,location memory value stored,5.0,5.0,5.0,0.29927870986170896,0.7043941145588039
1.5,What is a variable?,location memory store value,location memory value stored,5.0,5.0,5.0,0.29927870986170896,0.7043941145588039
1.5,What is a variable?,location memory store value,variable location computer memory value stored use program,5.0,5.0,5.0,0.794634547057513,0.4755085968549387
1.5,What is a variable?,location memory store value,variable location computer memory value stored use program,5.0,5.0,5.0,0.794634547057513,0.4755085968549387
1.5,What is a variable?,location memory store value,location memory data stored retrieved,5.0,5.0,5.0,0.7593870717560434,0.3530178377944252
1.5,What is a variable?,location memory store value,method identifier would say use bind data object memory location stored location accessed manipulated later variable name called,5.0,5.0,5.0,1.0745825360288055,0.26266409049835093
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,declared right used good practice declare beginning program label food,1.0,3.0,2.0,1.0207901484619664,0.14203548749174932
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,function main using variable,1.0,5.0,3.0,0.8061179960522197,0.35430125510750554
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,local variable declared inside method function used beginning method global variable declared outside function method generally function defined,5.0,5.0,5.0,0.5025758743549181,0.5705343421876504
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable declared ever defined either inside block locally outside block globally,4.0,5.0,4.5,0.8028500726950002,0.31103119091661746
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable declared actually used declared main use globally,3.0,5.0,4.0,0.8796959207693291,0.37811530375844216
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,good programing practice declared main least declared used,2.0,3.0,2.5,1.0871909141861047,0.21863872322829642
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,declared globally main method also outside variable subject method scoped within would still declared beginning method inside,5.0,5.0,5.0,0.8561159048186895,0.30062994660025094
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,local variable declared inside method global variable declared body,5.0,5.0,5.0,0.4794220962727288,0.7292877940416763
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,name,1.0,3.0,2.0,1.3755940162247537,0.0
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,globally entire program locally individual function including statement,4.0,5.0,4.5,0.9585988846650456,0.09305447862340958
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,usually declared beginning used program always contain name data type,2.0,4.0,3.0,1.0420217831042016,0.1902821687478069
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,inside method,2.0,3.0,2.5,1.1474035582541817,0.1510119459324083
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,top,1.0,2.0,1.5,1.3563295813687983,0.0
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,global variable declared body code local variable declared function used unless function passed variable variable always declared use,5.0,5.0,5.0,0.5067065536621529,0.701132490208698
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable usually declared beginning module code,2.0,3.0,2.5,0.8609209680594421,0.31278302773793026
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,main function usually top code declared almost anywhere must declared code use act upon,3.0,4.0,3.5,0.9122879366074064,0.28469390319234883
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,beginning program main start,1.0,3.0,2.0,1.2157522342533633,0.08773611098970506
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,declaration function statement statement body statement namespaces header etc almost anywhere anywhere program long line,2.0,3.0,2.5,0.9825681224873777,0.1764806337275023
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,declaration variable data type,1.0,1.0,1.0,0.937424776980273,0.2531452284971156
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,anywhere code top middle code anywhere,3.0,3.0,3.0,1.2022111815001035,0.19496689598680378
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,used,2.0,2.0,2.0,1.3253535402701058,0.0
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,anywhere scope used,3.0,4.0,3.5,1.1879532279206382,0.18168357367095583
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable declared class method,1.0,4.0,2.5,0.8033815977156318,0.4495599742213321
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,inside function scope outside function scope case global variable,5.0,5.0,5.0,0.6616685626179231,0.47408749550889095
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,global variable declared main function local variable declared function,3.0,5.0,4.0,0.4110016447837085,0.802608551825766
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable usually declared beginning program declared program long appear called upon,4.0,4.0,4.0,0.8892572606004401,0.39319391392554176
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,variable declared main function operation attempted variable,1.0,3.0,2.0,0.6193548364035356,0.48725882218955574
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,anywhere declare depends want accessible scope,4.0,5.0,4.5,1.0764550842734895,0.10895295713948579
1.6,Where are variables declared in a C++ program?,variable declared anywhere program declared inside function local variable outside function global variable,depends global declared side source code used every scope however local variable one declared local function etc obviously need declared outside variable seeing used function block called,4.0,5.0,4.5,0.7328922921717018,0.527329605865368
1.7,What is the main difference between a while and a do...while statement?,block inside statement execute least,statement first evaluates condition executes line code statement 0 time statement executes line code evaluates,4.0,5.0,4.5,0.9675126615641126,0.21179727821001407
1.7,What is the main difference between a while and a do...while statement?,block inside statement execute least,statement evaluate whether loop running block contained within least main differance statement possibility never used statement hand always run least evaluating whether run,5.0,5.0,5.0,0.9373852167913617,0.38553410361207263
