id,question,desired_answer,student_answer,score_me,score_other,score_avg,wmd_score,cosine_similarity
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product.,5.0,5,5.0,0.39680447135550106,0.6435817924417853
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,a prototype program is used in problem solving to collect data for the problem.,1.0,1,1.0,1.1055074741933704,0.04049261748775021
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,to ease the understanding of problem under discussion and to ease the understanding of the program itself,2.0,2,2.0,0.9520079074427737,0.1019476826685689
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,4,4.5,0.4820398038718244,0.6435817924417853
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,the role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,3,2.5,1.0685262469063355,0.06812226846088021
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,"the prototype program gives a general idea of what the end product will do,   without the time and effort to write out the entire program.",4.0,0,2.0,0.9844097163351586,0.17552835966159513
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,to show that a certain part of the program works as it is supposed to,4.0,5,4.5,1.1021739284595218,0.08894788725518543
1.1,What is the role of a prototype program in problem solving?,to simulate the behaviour of portions of the desired software product.,"prototype programming is an approach to programming that enables one to take an organized approach to developing an effective program with minimal errors and a strategic pattern when solving a problem. i.e. book gave an example of a costumer withdrawing money from a bank, the approach that was taking on a pseudo code level during the ooa/design lvl before proceeding into creating a solution.",3.0,4,3.5,1.1780391430542223,0.045174380432532135
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining and possibly the design if the testing phase reveals problems in the design. production can be affected if the program is unworkable in its current form which will lead to a later production time than originally estimated. also affects coding because after testing you may need to rewrite the code for the program to remove errors.,5.0,4,4.5,0.9422830285063848,0.19379427524107673
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),the implementation phase and the maintenance phase are effected,3.0,4,3.5,0.909364268108085,0.3481035615412195
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"verification, coding, refining the solution and maintenance are all influenced by the testing stage.",4.0,1,2.5,0.7727756277146567,0.43093026869406453
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"in rup the stages in the software life cycle are influenced by the testing stage is:  elaboration phase- refined progject vision, iterative devilopment of core system, development of system requirements, more accurate time and cost estimates.  construction phase- iterative development of remaining system.  transition phase-testing and deployment of the system.",2.0,2,2.0,0.9374959723990215,0.29704886169023126
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining the solution, production and maintenance are all influenced by the testing stage.",3.0,4,3.5,0.8611091105793798,0.38243788719313454
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, and transition are all affected by testing",2.0,3,2.5,1.1285557678309752,0.0811937863930622
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance",3.0,4,3.5,1.3524974690325726,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining the solution,3.0,4,3.5,0.8881163695100837,0.15735306724438794
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),#name?,3.0,1,2.0,inf,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining and coding,5.0,2,3.5,1.2229478064929586,0.16204457713314346
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the second half of the elaboration phase, construction phase, and the transition phase.",2.0,3,2.5,0.9837151426566222,0.37408969534459063
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the refining step, the production step, and the maintenance stage.",3.0,3,3.0,0.9553555484136185,0.287227865709874
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, transition",2.0,1,1.5,1.326107460625223,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),refining.,3.0,2,2.5,inf,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",2.0,4,3.0,0.7945384833901923,0.30468353721343255
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"directly: refining, coding.  because refining is right before the testing phase and coding is right after the testing phase.  indirectly: production, maintenance.  because refining occurs before these last two stages in the software life cycle.",5.0,3,4.0,0.8867462069008375,0.27962547559615475
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"testing, refining, production, and maintenance.",3.0,1,2.0,inf,0.1106972012253884
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"depending on how the work is done, testing is spread throughout the  process as to prevent errors from showing up later on due to lack of foresight.",2.0,3,2.5,1.0678636659877259,0.06217392374725836
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"elaboration, construction, and transition.",2.0,1,1.5,inf,0.01479051869494099
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"all stages are influenced except setting the program requirements.  if a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,4,3.0,0.9378394326848758,0.043977254884088664
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, and maintenance",3.0,4,3.5,1.3524974690325726,0.016637078200023567
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,5.0,2,3.5,1.2229478064929586,0.16204457713314346
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",3.0,3,3.0,inf,0.0
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"removing logical errors, testing for valid data, random data and actual data.",2.0,0,1.0,1.1572880856092866,0.06727584461728194
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,2,1.5,1.083959688661826,0.11558150141680784
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining stage, production stage, and maintenance stage.",3.0,4,3.5,1.287009641244022,0.5739039700422037
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,1,1.5,1.0488882387005853,0.05679611287634488
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,3.0,0,1.5,1.2700729428327804,0.22159087176572728
1.2,What stages in the software life cycle are influenced by the testing stage?,the testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"the individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. main output",1.0,4,2.5,1.005614316468552,0.16007129809466905
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. also it makes it easier to debug code by dividing up the code into classes that each do a specific job and when the program fails at one job you only have one class to debug. good for security purposes because it allows you to let someone use a program which sorts lists without having to give them access to the source code. also allows you to use inheritance and polymorphism.",4.0,4,4.0,1.3771287477716745,0.018898373111889813
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"this type of programming is more flexible, making it easier to add and modify the program.  it is also a type of a fail safe program, you check each individual module.  this eliminates redundant code and makes the program easier to read for other programmers.  when debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program.",5.0,4,4.5,1.3751481247744783,0.022778456082885465
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,the main advantages to object-oriented programming are that existing classes can be reused and program maintenance and verification are easier.,3.0,2,2.5,1.3581013762624001,0.05032115277405518
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,the advantages is that oop allows us to build classes of objects.  three principles that make up oop are:  encapsulation- objects combine data and operations.  inheritance- classes can inherit properties from other classes.  polymorphism- objects can determine appropriate operations at execution time.,2.0,2,2.0,1.3580442709406346,0.01402876854263183
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,some advantages are existing classes can be reused and program maintenance and verification are easier to accomplish.,3.0,1,2.0,1.35589755766431,0.05152886157523955
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. the classes all hold attrubutes that affect the object.,1.0,5,3.0,1.3524563819763489,0.017137116691670336
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"reusable components, extensibility, maintainability, it reduces large problems into smaller more manageable problems.",4.0,1,2.5,1.3546948766687315,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,encapsulation-objects combine data and operations inheritance- classes can inherit properties from other classes polymorphism- objects can determine appropriate operations at execution time,2.0,1,1.5,1.3598496053360536,0.020468533832159203
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,#name?,3.0,4,3.5,inf,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,re-usability  and ease of maintenance,3.0,4,3.5,1.3162685375132934,0.03867050043122477
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"one of the main advantages is you can hide inner details a technique known by encapsulation. objects combine the data and operations but you cannot see how it works.   another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism.",5.0,5,5.0,1.3634908344235888,0.011320129193415997
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"existing classes can be reused, and program maintenance and verification are easier.",3.0,2,2.5,1.353059418504528,0.06604253707141032
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,using different modules allows for easier debugging,2.0,1,1.5,1.3251494268895374,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"data encapsulation concept,the use of functions or methods to manipulate data.",3.0,1,2.0,1.306902729277783,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"modular, reusable code, allowing faster deployment of solutions, and a more general view of a solution.",5.0,2,3.5,1.3392014549801743,0.025437491973078458
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"coding and debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  the code itself also looks more organized and is easier to read and will help to avoid redundant coding.  post-programming maintenance is also easier.  also, modules can be reused several times in other programs without too much hassle.   abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5,5.0,1.348509911827196,0.09249214056079758
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"variables can remain private. the code is easily modified and reusable, as well as easily implemented. not to mention easier to read and follow along as an observer.",4.0,5,4.5,1.3756392566722648,0.036145836767158046
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,data abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,3,3.0,1.2571105630795762,0.2064469291536557
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,encapsulation - objects use operations without knowing how the operation works. inheritance - cuts redundancy by reusing earlier classes. polymorphism - objects select the correct operation to use in the situation.,5.0,4,4.5,1.3378822822535517,0.0
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"they make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,0,2.5,1.3497534242320879,0.04060440552093709
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"existing classes can be reused, program maintenance and verification are easier",3.0,2,2.5,1.3524569712027346,0.033851910197129444
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"existing classes can be feused, program maintenance and verification are easier",3.0,0,1.5,1.3524569712027346,0.03260903640470708
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,3,4.0,1.3618221818973788,0.21760807310451855
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,existing classes can be reused program maintenance and verifications are easy,3.0,3,3.0,1.3500439473601413,0.03197524429839164
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,1- existing classes can be reused 2- program maintenance and verification are easier,3.0,2,2.5,1.3536101611864257,0.033851910197129444
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,information can be hidden. it is easier to debug. programming is easier and more manageable.,3.0,4,3.5,1.3624478826298494,0.02646949221479002
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"existing classes can be reused, program maintenance and verification are   easier.",3.0,1,2.0,1.353059418504528,0.033851910197129444
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,existing classes can be reused program maintenance and verification are easier,3.0,3,3.0,1.3450063229968001,0.033851910197129444
1.3,What are the main advantages associated with object-oriented programming?,abstraction and reusability.,"well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. as well as inheritance where each subclass inherits all variables and methods of its super class.  example in the book included obj clock and how obj alarm would still use clock from the first class.",3.0,0,1.5,1.3654409137349486,0.024441810786586395
1.4,Where do C++ programs begin to execute?,at the main function.,at function ‘int main ()’,5.0,5,5.0,0.4365139979515862,0.7279479681617366
1.4,Where do C++ programs begin to execute?,at the main function.,the function main().,5.0,2,3.5,0.8550829301069468,0.8510763168805537
1.4,Where do C++ programs begin to execute?,at the main function.,c++ programs begin to execute in the main method.,5.0,0,2.5,0.82896967600346,0.2749187554895491
1.4,Where do C++ programs begin to execute?,at the main function.,a c++ program will begin to execute at the main() function.,5.0,3,4.0,0.8721003975534345,0.528471731014104
1.4,Where do C++ programs begin to execute?,at the main function.,they begin in the main() function.,5.0,5,5.0,0.9046068729086731,0.4736922255526872
1.4,Where do C++ programs begin to execute?,at the main function.,int main(),5.0,0,2.5,1.341551778997444,0.4481618193306861
1.4,Where do C++ programs begin to execute?,at the main function.,main method,5.0,3,4.0,0.8850663325415129,0.498164965204733
1.4,Where do C++ programs begin to execute?,at the main function.,in the testing phase,0.0,2,1.0,0.9292579169434121,0.04670498159834944
1.4,Where do C++ programs begin to execute?,at the main function.,#name?,5.0,1,3.0,inf,0.0
1.4,Where do C++ programs begin to execute?,at the main function.,main,5.0,5,5.0,0.8292485863098882,0.703967927225976
1.4,Where do C++ programs begin to execute?,at the main function.,they begin to execute at the funcion main().,5.0,2,3.5,0.7760239125310409,0.38282031966174407
1.4,Where do C++ programs begin to execute?,at the main function.,the main method.,5.0,4,4.5,0.4135016465062493,0.5423571574833062
1.4,Where do C++ programs begin to execute?,at the main function.,at the root,0.0,1,0.5,0.42180464672418144,0.3813863865231881
1.4,Where do C++ programs begin to execute?,at the main function.,in the main() function.,5.0,0,2.5,0.7450465944583717,0.7817606636413162
1.4,Where do C++ programs begin to execute?,at the main function.,c++ programs begin execution at main.,5.0,2,3.5,0.9993484792745384,0.4188141900361422
1.4,Where do C++ programs begin to execute?,at the main function.,in the main function..?,5.0,1,3.0,0.3385473799021735,0.7817606636413162
1.4,Where do C++ programs begin to execute?,at the main function.,"at the ""main()"" function",5.0,4,4.5,0.43297791520005374,1.0000000000000002
1.4,Where do C++ programs begin to execute?,at the main function.,the main function.,5.0,3,4.0,0.4135016465062493,0.8510763168805537
1.4,Where do C++ programs begin to execute?,at the main function.,the function main,5.0,2,3.5,0.4565789038152386,0.8510763168805537
1.4,Where do C++ programs begin to execute?,at the main function.,"after loading the required include statements and libraries, the main method begins the execution.",5.0,4,4.5,0.8272579487483815,0.21907939480131156
1.4,Where do C++ programs begin to execute?,at the main function.,main function,5.0,0,2.5,0.8697741124390002,0.8150004885502249
1.4,Where do C++ programs begin to execute?,at the main function.,main,5.0,2,3.5,0.8292485863098882,0.703967927225976
1.4,Where do C++ programs begin to execute?,at the main function.,c++ programs begin execution at the main function.,5.0,0,2.5,0.6619893708249359,0.5256009522525369
1.4,Where do C++ programs begin to execute?,at the main function.,at main,5.0,2,3.5,0.3887537726472422,0.8782026790028988
1.4,Where do C++ programs begin to execute?,at the main function.,they beging to excute at main,5.0,2,3.5,0.6020952731472838,0.3700119258552787
1.4,Where do C++ programs begin to execute?,at the main function.,at the main function  int main() {},5.0,1,3.0,0.5294485099016187,0.8342391929956904
1.4,Where do C++ programs begin to execute?,at the main function.,c++ programs begin execution at the main function.,5.0,2,3.5,0.6619893708249359,0.5256009522525369
1.4,Where do C++ programs begin to execute?,at the main function.,"in the ""main"" function",5.0,1,3.0,0.7715252951022272,0.7817606636413162
1.4,Where do C++ programs begin to execute?,at the main function.,within the main function,5.0,2,3.5,0.6358390429302331,0.5882519144963384
1.5,What is a variable?,a location in memory that can store a value.,variable can be a integer or a string in a program.,1.0,1,1.0,0.8883828850142387,0.14510584331548806
1.5,What is a variable?,a location in memory that can store a value.,"in programming, a structure that holds data and is uniquely named by the programmer. it holds the data assigned to it until a new value is assigned or the program is finished.",4.0,2,3.0,1.083286978963998,0.10749792600245747
1.5,What is a variable?,a location in memory that can store a value.,a variable is a location in memory where a value can be stored.,5.0,2,3.5,0.6621084102416056,0.5790095632940605
1.5,What is a variable?,a location in memory that can store a value.,"variable is a location in the computer's memory, in which a value can be stored and later can retrieve that value.",5.0,5,5.0,0.7275483721488987,0.5648378670383541
1.5,What is a variable?,a location in memory that can store a value.,"a variable is a location in the computer's memory where a value can be stored for use by a program. each variable has a name, a value, a type and a size.",5.0,3,4.0,0.9242637354366434,0.4135170077478421
1.5,What is a variable?,a location in memory that can store a value.,a named object that can hold a numerical or letter value,2.0,2,2.0,0.9979520689596493,0.21383398505256307
1.5,What is a variable?,a location in memory that can store a value.,"it's a sybol or name for a value/number. example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",3.0,3,3.0,1.0105106237198183,0.16223874283176
1.5,What is a variable?,a location in memory that can store a value.,a variable is a location in the computers memory where a value can be stored for use by a program,5.0,5,5.0,0.883503827395319,0.43012974123052317
1.5,What is a variable?,a location in memory that can store a value.,#name?,3.0,4,3.5,inf,0.0
1.5,What is a variable?,a location in memory that can store a value.,a block of memory that holds a specific type of data,5.0,0,2.5,0.8951972514845112,0.16541432680361362
1.5,What is a variable?,a location in memory that can store a value.,it is a location in the computer's memory where it can be stored for use by a program.,5.0,3,4.0,0.7963367969010633,0.3260786219979157
1.5,What is a variable?,a location in memory that can store a value.,a location in memory where value can be stored.,5.0,5,5.0,0.508327588286647,0.6368859872779269
1.5,What is a variable?,a location in memory that can store a value.,a value/word that can assume any of a set of values,3.0,3,3.0,0.8844241125268476,0.24104598626384455
1.5,What is a variable?,a location in memory that can store a value.,a pointer to a location in memory.,3.0,2,2.5,0.8491348996779808,0.5211365580939786
1.5,What is a variable?,a location in memory that can store a value.,"a variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",5.0,3,4.0,1.127529047203842,0.05168434632147456
1.5,What is a variable?,a location in memory that can store a value.,a variable is a value that is subject to change in a computer's memory that can be used by programs.  programs can change the value of the variable and recall it later or act on it directly.,5.0,0,2.5,0.9344959048326351,0.29090941278235244
1.5,What is a variable?,a location in memory that can store a value.,a symbol that stands in for a value that may or may not change depending on the program.,3.0,5,4.0,0.9345147681499733,0.1924636690834512
1.5,What is a variable?,a location in memory that can store a value.,"a placeholder to hold information used in the program... for example: int can hold: 1, 2, 3, 4, 68, 72, 256, etc. float can hold: 1.54, 55.55, 1.24, 5.657, 8.8123, et. char can hold: a, b, c, d, e, f, !, 4, 5, 6, p, etc.",4.0,1,2.5,0.9660942426518809,0.07970087395959924
1.5,What is a variable?,a location in memory that can store a value.,a stored value used by the program,4.0,1,2.5,1.1936380525001995,0.18654603139909137
1.5,What is a variable?,a location in memory that can store a value.,"a way to store different values into the program, such as numbers, words, letters, etc.",4.0,1,2.5,1.0712053207536358,0.09664508357194729
1.5,What is a variable?,a location in memory that can store a value.,an object with a location in memory where value can be stored,2.0,4,3.0,0.7605377571503422,0.5503301420142037
1.5,What is a variable?,a location in memory that can store a value.,location in memory where a value can be stored,5.0,1,3.0,0.5809311293161679,0.6368859872779269
1.5,What is a variable?,a location in memory that can store a value.,a variable is an object where data is stored.,2.0,3,2.5,1.2023261400720378,0.0
1.5,What is a variable?,a location in memory that can store a value.,location in memory where a value can be stored.,5.0,1,3.0,0.508327588286647,0.6368859872779269
1.5,What is a variable?,a location in memory that can store a value.,it is a location in memory where value can be stored,5.0,1,3.0,0.6669939475746142,0.5967012641592925
1.5,What is a variable?,a location in memory that can store a value.,a variable is the location in a computer's memory where a value can be stored for use by a program.,5.0,0,2.5,0.8346954010572407,0.44064734340366185
1.5,What is a variable?,a location in memory that can store a value.,a variable is a location in a computers memory where a value can be stored   for use by a program.,5.0,2,3.5,0.8469871381383124,0.4324335925377757
1.5,What is a variable?,a location in memory that can store a value.,a location in memory where data can be stored and retrieved,5.0,4,4.5,0.6527096549402023,0.38733031544452484
1.5,What is a variable?,a location in memory that can store a value.,"is a method or identifier i would say,  we use to bind a data object to memory location; which is then stored in a location that can be accessed when and manipulated later when the variable name is called.",5.0,5,5.0,0.9860081210092758,0.2793638311995744
1.6,Where are variables declared in a C++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"they can be declared right before they are used, but it is a good practice to declare them at the beginning of the program and label what they are food.",1.0,3,2.0,0.8556470886725287,0.24144465370284318
1.6,Where are variables declared in a C++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),in the function main() before using the variable.,1.0,3,2.0,0.9414572845607949,0.07941368912508708
1.6,Where are variables declared in a C++ program?,variables can be declared anywhere in a program. they can be declared inside a function (local variables) or outside the functions (global variables),"local variables are declared inside the method or function they will be used in at the beginning of the method. global variables are declared outside of any function or method, generally before functions are defined.",5.0,1,3.0,0.54242422809763,0.5618101514182805
